100 40365
100 47052
100 37613
110 50086
110 43839
110 43019
120 50462
120 53444
120 53757
130 56256
130 55527
130 68488
140 67791
140 61975
140 63884
150 74942
150 69967
150 69157
160 80711
160 79676
160 83182
170 79408
170 85125
170 87663
180 99999
180 89622
180 87956
190 115947
190 97168
190 122544
200 115194
200 101396
200 106182
210 116044
210 113731
210 109393
220 130158
220 122404
220 131728
230 137862
230 135208
230 125425
240 151100
240 144948
240 142330
250 159403
250 149389
250 165605
260 148632
260 160570
260 165605
270 182383
270 170033
270 188729
280 185568
280 171704
280 191538
290 191380
290 189210
290 209525
300 192912
300 240787
300 190430
310 216919
310 205833
310 217909
320 224967
320 225840
320 223459
330 216136
330 239275
330 223894
340 236861
340 271261
340 261219
350 239593
350 251059
350 274644
360 230629
360 269033
360 251970
370 278422
370 248226
370 253978
380 255359
380 295238
380 253722
390 324567
390 304475
390 277751
400 305323
400 281905
400 307369
410 349038
410 296822
410 321333
420 368920
420 311117
420 331640
430 357099
430 362506
430 321773
440 306643
440 349296
440 390888
450 330259
450 356298
450 377869
460 393641
460 367732
460 375071
470 413216
470 347240
470 427369
480 376845
480 416918
480 398655
490 400646
490 421986
490 398647
500 430962
500 452767
500 419141
510 427099
510 413302
510 446487
520 435503
520 425312
520 435665
530 510106
530 482707
530 439042
540 463252
540 530155
540 470034
550 537302
550 513389
550 483311
560 531752
560 514291
560 3474204
570 488922
570 515349
570 546221
580 474563
580 518858
580 528379
590 604224
590 558910
590 551237
600 502058
600 514492
600 522597
610 624700
610 611146
610 574961
620 603521
620 528057
620 598260
630 589452
630 601459
630 584709
640 656864
640 604541
640 629957
650 630980
650 618652
650 565246
660 681399
660 667015
660 592442
670 684511
670 710354
670 626603
680 679735
680 707425
680 619426
690 670677
690 625095
690 689539
700 638620
700 721652
700 638347
710 671024
710 824362
710 641128
720 774378
720 709334
720 724092
730 777167
730 662336
730 708398
740 767878
740 739531
740 913030
750 710373
750 675932
750 763928
760 722645
760 853088
760 764894
770 849071
770 737305
770 740930
780 812001
780 800330
780 784379
790 865216
790 844264
790 752943
800 797390
800 914085
800 880063
810 875240
810 833646
810 891264
820 778013
820 876071
820 863528
830 947546
830 925519
830 970834
840 888502
840 912276
840 849197
850 872124
850 851257
850 946945
860 842351
860 986985
860 924219
870 999720
870 861248
870 957758
880 1024215
880 1060191
880 1004189
890 1043657
890 981136
890 951230
900 1043701
900 1067436
900 922877
910 976900
910 1169176
910 983555
920 1082517
920 1069224
920 1061017
930 1043476
930 976568
930 1080929
940 1027117
940 998112
940 1067932
950 1043197
950 1083139
950 1057761
960 1074364
960 1099122
960 1143813
970 1057984
970 1121342
970 1003194
980 1122332
980 1232291
980 1020694
990 1161706
990 1161820
990 1257904
1000 1186273
1000 1119987
1000 1202122
1010 1156994
1010 1193596
1010 1217852
1020 1251062
1020 1161617
1020 1163282
1030 1243026
1030 1305001
1030 1286058
1040 1242260
1040 1232556
1040 1239009
1050 1262512
1050 1257449
1050 1233851
1060 1227995
1060 1261266
1060 1271912
1070 1303170
1070 1203664
1070 1410658
1080 1370235
1080 1378812
1080 1174274
1090 1293004
1090 1348284
1090 1537070
1100 1372115
1100 1299038
1100 1359142
1110 1428642
1110 1377555
1110 1356873
1120 1357896
1120 1445896
1120 1408534
1130 1491766
1130 1615332
1130 1290993
1140 1495191
1140 1500935
1140 1478969
1150 1426193
1150 1472811
1150 1362246
1160 1463719
1160 1460951
1160 1358540
1170 1493948
1170 1694674
1170 1396298
1180 1577240
1180 1303995
1180 1595699
1190 1620966
1190 1554987
1190 1490336
1200 1534268
1200 1490335
1200 1756046
1210 1639276
1210 1432591
1210 1490686
1220 1452308
1220 1608441
1220 1476553
1230 1603764
1230 1631269
1230 1518013
1240 1606717
1240 1495245
1240 1588560
1250 1854975
1250 1619457
1250 1550555
1260 1697358
1260 1733977
1260 1696433
1270 1576913
1270 1511055
1270 1571606
1280 1845793
1280 1656132
1280 1654334
1290 1850526
1290 1525103
1290 1638790
1300 1616724
1300 1686317
1300 1605552
1310 1631685
1310 1777986
1310 1703936
1320 1755716
1320 1716583
1320 1650322
1330 1788936
1330 1905289
1330 1701480
1340 1806558
1340 1852386
1340 1656418
1350 1812557
1350 1728828
1350 1724163
1360 1735752
1360 1848298
1360 1587749
1370 1783528
1370 1758393
1370 1881182
1380 1709173
1380 1959516
1380 2020435
1390 1843731
1390 1837322
1390 2012330
1400 1699873
1400 1880767
1400 1764315
1410 2129287
1410 1866467
1410 1869811
1420 1809193
1420 2069342
1420 2012889
1430 1978285
1430 1840254
1430 1907760
1440 2141199
1440 1824444
1440 1834316
1450 2057491
1450 2086736
1450 2037575
1460 2165177
1460 1911760
1460 2031476
1470 2241520
1470 1904968
1470 2107133
1480 2157162
1480 1956938
1480 1853989
1490 1998380
1490 2169034
1490 1917575
1500 1887321
1500 1920922
1500 2151749
1510 1966716
1510 2060236
1510 2027958
1520 1813490
1520 2048417
1520 2202810
1530 2132865
1530 1989969
1530 2066567
1540 1937337
1540 2169102
1540 2036703
1550 1971173
1550 2095015
1550 2160069
1560 2405709
1560 2104783
1560 2209029
1570 2281137
1570 2258876
1570 2378623
1580 2194739
1580 2082579
1580 2591170
1590 2307830
1590 2124598
1590 2500588
1600 2329591
1600 2305015
1600 2091133
1610 2022046
1610 2344548
1610 2128999
1620 2256223
1620 2168488
1620 2298284
1630 2461906
1630 2708416
1630 2042788
1640 2489571
1640 2251119
1640 2444008
1650 2268059
1650 2251503
1650 2430016
1660 2374594
1660 2409474
1660 2629138
1670 2408155
1670 2546446
1670 2592683
1680 2508242
1680 2511299
1680 2230824
1690 2425728
1690 2423100
1690 2445754
1700 2454227
