5000 99791093
5000 99876639
5000 99837990
5500 120683779
5500 120739074
5500 120778154
6000 143789659
6000 143762938
6000 143555401
6500 168882192
6500 168791572
6500 168547921
7000 195834359
7000 195775066
7000 195698019
7500 224532971
7500 224703047
7500 224807183
8000 255885159
8000 255869364
8000 255521375
8500 288657891
8500 288837247
8500 288466295
9000 323550622
9000 323666408
9000 323793497
9500 360675990
9500 360570440
9500 360834004
10000 399542603
10000 399489140
10000 399366689
10500 440669619
10500 440521390
10500 440228550
11000 483482719
11000 483451292
11000 483429883
11500 528302607
11500 528451018
11500 528617748
12000 575368672
12000 575421275
12000 575233333
12500 624493780
12500 624129018
12500 623949976
13000 675290804
13000 674961889
13000 675231252
13500 728610739
13500 728520310
13500 727892172
14000 783105533
14000 783261277
14000 783654358
14500 840368002
14500 840527954
14500 840613917
15000 899304325
15000 899500980
15000 898722756
15500 960655522
15500 960227002
15500 959572045
16000 1023389303
16000 1023723758
16000 1022794687
16500 1088500183
16500 1088093174
16500 1087916178
17000 1154964098
17000 1154503300
17000 1154971652
17500 1224541985
17500 1223631428
17500 1224080344
18000 1294165126
18000 1294944617
18000 1295206299
18500 1367681793
18500 1367732379
18500 1368197509
19000 1443201419
19000 1442939197
19000 1443300075
19500 1520447303
19500 1520538437
19500 1519765261
20000 1599024797
20000 1598619336
20000 1599288323
20500 1680214514
20500 1680248798
20500 1680267934
21000 1762373308
21000 1762706772
21000 1763328655
21500 1847728090
21500 1848043914
21500 1847719504
22000 1934696289
22000 1935132023
22000 1935058747
22500 2024091607
22500 2023834522
22500 2024017358
23000 2115514629
23000 2114938156
23000 2115103630
23500 2207627435
23500 2207770006
23500 2207863326
24000 2302604787
24000 2302648300
24000 2303328337
24500 2399662093
24500 2398986992
24500 2399827406
25000 2498857859
25000 2498134626
25000 2499226898
25500 2599930474
25500 2599295032
25500 2599891933
26000 2702963975
26000 2703399248
26000 2702607343
26500 2807837354
26500 2807389123
26500 2807170745
27000 2914439348
27000 2914696020
27000 2915069836
27500 3023052621
27500 3023315842
27500 3023468884
28000 3133870436
28000 3133381656
28000 3133829575
28500 3246509344
28500 3247187112
28500 3247346731
29000 3362464070
29000 3362976969
29000 3362809221
29500 3478121426
29500 3480432889
29500 3479458843
30000 3598548461
30000 3598812642
30000 3598100964
30500 3719762752
30500 3719095844
30500 3719324179
31000 3842579981
31000 3842080230
31000 3842092676
31500 3966559154
31500 3967047093
31500 3968410909
32000 4095234279
32000 4093874544
32000 4094449894
32500 4223333612
32500 4223592003
32500 4223792575
33000 59370874
33000 59690565
33000 59073748
33500 190902124
33500 191724773
33500 191210632
34000 325886283
34000 326512433
34000 327303868
34500 463451167
34500 464515019
34500 463745563
35000 603258022
35000 603212665
35000 602216354
35500 742412200
35500 744052635
35500 743003621
36000 887625131
36000 887370017
36000 886811544
36500 1033219908
36500 1031793399
36500 1031203830
37000 1178442270
37000 1179130769
37000 1178654213
37500 1329127431
37500 1328355913
37500 1328143704
38000 1479154351
38000 1479112620
38000 1479854964
38500 1632048506
38500 1632507132
38500 1631565014
39000 1786897017
39000 1787989426
39000 1785644178
39500 1942941296
39500 1944075415
39500 1944153998
40000 2103659181
40000 2103194011
40000 2102415995
40500 2264516049
40500 2264428586
40500 2264430395
41000 2427247757
41000 2427538845
41000 2426781165
41500 2590740661
41500 2591314220
41500 2591867765
42000 2759848081
42000 2758261186
42000 2758371682
42500 2928651420
42500 2927227068
42500 2928547414
43000 3099086534
43000 3098269881
43000 3098849892
43500 3269947563
43500 3272434860
43500 3272415273
44000 3446803773
44000 3446698834
44000 3446770667
44500 3624117988
44500 3623831850
44500 3623363448
45000 3803245392
45000 3803695630
45000 3803639675
45500 3984747924
45500 3983840900
45500 3982816233
46000 4167116547
46000 4164270077
46000 4166789381
46500 57032970
46500 57167355
46500 57698855
47000 244076506
47000 243573755
47000 243979154
47500 433541460
47500 431898569
47500 432016155
48000 623110946
48000 624786127
48000 623994438
48500 815777772
48500 817747111
48500 817509227
49000 1009015893
49000 1011430006
49000 1012135925
49500 1209178431
49500 1207599323
49500 1208800171
50000 1407872220
50000 1407644986
50000 1406961889
